type,concept,page,section,body,source,gap,see_also
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,**The FSD Bill as Luhmann solution:** The Bill reinstates the coupling by making the binary code — determination/non-determination — **operative at the procedural level**.,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,Silence is now a legally coded event (non-determination = legal breach).,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,Silence is now a legally coded event (non-determination = legal breach).,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,Every output must be either a determination (legal coding) or a prohibited practice (illegal coding).,FSD-Ontology-2026.md — Determination,,
FSD,fsd:ProhibitedPractice,FSD-Ontology-2026-Extended-Framework.md,,Every output must be either a determination (legal coding) or a prohibited practice (illegal coding).,FSD-Ontology-2026.md — Prohibited Practice,,
FSD,fsd:OnticCollapse,FSD-Ontology-2026-Extended-Framework.md,,### 2.2 Beer's Viable System Model: Diagnosing Ontic Collapse,FSD-Ontology-2026.md — Ontic Collapse,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"| VSM System | Function | Irish CA Architecture — Current State | |---|---|---| | **S1** (Operations) | The operational units doing primary work | DETE (licensing), DFA (regime memberships), DoD (security assessment) — three separate S1 units | | **S2** (Coordination) | Anti-oscillation between S1 units; information channels | **ABSENT** — no statutory coordination mechanism between DETE, DFA, DoD | | **S3** (Operational Control) | Resource bargaining; overall S1 management | Nominal — no minister has held overall CA accountability since August 2024 | | **S3\*** (Audit/Monitoring) | Sporadic monitoring of S1 operations | Partially functional — PAC (partial), Ombudsman (active) | | **S4** (Intelligence) | Environmental scanning; adaptation | **COLLAPSED** — the system cannot learn from submissions because it does not process them | | **S5** (Policy/Identity) | Ethos; ultimate authority; constitutional identity | Formally intact (Bunreacht na hÉireann, EU treaty obligations) but decoupled from S3 |",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,"| VSM System | Function | Irish CA Architecture — Current State | |---|---|---| | **S1** (Operations) | The operational units doing primary work | DETE (licensing), DFA (regime memberships), DoD (security assessment) — three separate S1 units | | **S2** (Coordination) | Anti-oscillation between S1 units; information channels | **ABSENT** — no statutory coordination mechanism between DETE, DFA, DoD | | **S3** (Operational Control) | Resource bargaining; overall S1 management | Nominal — no minister has held overall CA accountability since August 2024 | | **S3\*** (Audit/Monitoring) | Sporadic monitoring of S1 operations | Partially functional — PAC (partial), Ombudsman (active) | | **S4** (Intelligence) | Environmental scanning; adaptation | **COLLAPSED** — the system cannot learn from submissions because it does not process them | | **S5** (Policy/Identity) | Ethos; ultimate authority; constitutional identity | Formally intact (Bunreacht na hÉireann, EU treaty obligations) but decoupled from S3 |",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"This is the VSM representation of ontic collapse: three S1 units with no S2 to coordinate them, and no S4 to adapt the system to the submissions it receives.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:OnticCollapse,FSD-Ontology-2026-Extended-Framework.md,,"This is the VSM representation of ontic collapse: three S1 units with no S2 to coordinate them, and no S4 to adapt the system to the submissions it receives.",FSD-Ontology-2026.md — Ontic Collapse,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"The submitted OR corpus has variety V(submission): multiple domains of application, multiple methodological frameworks, multiple regulatory dimensions (dual-use, AI, emergency planning, energy, logistics).",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,The Irish CA architecture has effective variety V(CA) ≈ 1 (three units that collectively produce one output: non-determination).,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,The Irish CA architecture has effective variety V(CA) ≈ 1 (three units that collectively produce one output: non-determination).,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,**Beer's prescription:** Increase the variety of the control system (reconstitute S2 and S4) or reduce the variety of the submission to match the system's capacity.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,The FSD Bill does neither — it instead introduces a **meta-system (S5 operative)** that overrides the blocked S1-S4 cycle by vesting the residual obligation in the Ombudsman.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,The Ombudsman becomes the emergency S3: capable of acting where the primary S1-S2-S3 loop has failed.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:NullificationLoop,FSD-Ontology-2026-Extended-Framework.md,,The Nullification Loop maps precisely onto this framework.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,**Stocks:** - `UnprocessedSubmissions` — the accumulating stock of received but undetermined submissions - `InstitutionalObligation` — the growing stock of unperformed statutory duty - `EvidentaryRecord` — the expanding stock of documented non-engagement,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,**Flows:** - In: new submissions (inflow to `UnprocessedSubmissions`) - Out: determinations (outflow — currently zero for this class of submission) - In: time without determination (inflow to `InstitutionalObligation`) - In: documented non-responses (inflow to `EvidentaryRecord`),FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,**Flows:** - In: new submissions (inflow to `UnprocessedSubmissions`) - Out: determinations (outflow — currently zero for this class of submission) - In: time without determination (inflow to `InstitutionalObligation`) - In: documented non-responses (inflow to `EvidentaryRecord`),FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,``` R1 (Reinforcing — the Loop): Non-determination → Administrative Amnesia → Fresh cycle of acknowledgement → Non-determination [loop restarts],FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,``` R1 (Reinforcing — the Loop): Non-determination → Administrative Amnesia → Fresh cycle of acknowledgement → Non-determination [loop restarts],FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:AdministrativeAmnesia,FSD-Ontology-2026-Extended-Framework.md,,``` R1 (Reinforcing — the Loop): Non-determination → Administrative Amnesia → Fresh cycle of acknowledgement → Non-determination [loop restarts],FSD-Ontology-2026.md — Administrative Amnesia,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,R2 (Reinforcing — Accumulation): Growing InstitutionalObligation → Institutional reluctance to engage → Further non-determination → Growing obligation,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,R2 (Reinforcing — Accumulation): Growing InstitutionalObligation → Institutional reluctance to engage → Further non-determination → Growing obligation,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,B1 (Balancing — proposed by the Act): Non-determination → Loop Condition → Ombudsman obligation → High Court order → Determination [loop terminated],FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,B1 (Balancing — proposed by the Act): Non-determination → Loop Condition → Ombudsman obligation → High Court order → Determination [loop terminated],FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,B1 (Balancing — proposed by the Act): Non-determination → Loop Condition → Ombudsman obligation → High Court order → Determination [loop terminated],FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:LoopCondition,FSD-Ontology-2026-Extended-Framework.md,,B1 (Balancing — proposed by the Act): Non-determination → Loop Condition → Ombudsman obligation → High Court order → Determination [loop terminated],FSD-Ontology-2026.md — Loop Condition,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,"B2 (Balancing — external, EU): Non-determination → Commission evaluation (Art.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,"B2 (Balancing — external, EU): Non-determination → Commission evaluation (Art.",FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,26) → Infringement proceedings → CJEU judgment → Determination compelled ```,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,**The FSD Bill as B1 loop:** The Bill's loop closure mechanism (Part VI) is precisely a balancing feedback structure: non-determination triggers Ombudsman investigation triggers High Court application triggers determination.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,**The FSD Bill as B1 loop:** The Bill's loop closure mechanism (Part VI) is precisely a balancing feedback structure: non-determination triggers Ombudsman investigation triggers High Court application triggers determination.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,**The FSD Bill as B1 loop:** The Bill's loop closure mechanism (Part VI) is precisely a balancing feedback structure: non-determination triggers Ombudsman investigation triggers High Court application triggers determination.,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:LoopClosure,FSD-Ontology-2026-Extended-Framework.md,,**The FSD Bill as B1 loop:** The Bill's loop closure mechanism (Part VI) is precisely a balancing feedback structure: non-determination triggers Ombudsman investigation triggers High Court application triggers determination.,FSD-Ontology-2026.md — Loop Closure,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,The Act's 6-month Ombudsman period and the automatic commencement provision (s.1(3)) are attempts to minimise the most critical delays.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:NullificationLoop,FSD-Ontology-2026-Extended-Framework.md,,The Nullification Loop is a **stable attractor** in the Irish administrative CAS.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,- The clerk maximises procedural compliance → issues a remit declination - The officer maximises departmental protection → issues a sufficiency assertion - The minister's office maximises political management → issues an acknowledgement without determination,FSD-Ontology-2026.md — Determination,,
FSD,fsd:SufficiencyAssertion,FSD-Ontology-2026-Extended-Framework.md,,- The clerk maximises procedural compliance → issues a remit declination - The officer maximises departmental protection → issues a sufficiency assertion - The minister's office maximises political management → issues an acknowledgement without determination,FSD-Ontology-2026.md — Sufficiency Assertion,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,The aggregate output — permanent non-determination — emerges from the interaction of rational local agents without any agent intending it.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,The aggregate output — permanent non-determination — emerges from the interaction of rational local agents without any agent intending it.,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"The attractor has absorbed: political correspondence, parliamentary submissions, committee appearances, EU-level notification, Ombudsman complaint, and pre-litigation notice — without changing state.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,"The attractor has absorbed: political correspondence, parliamentary submissions, committee appearances, EU-level notification, Ombudsman complaint, and pre-litigation notice — without changing state.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,"The FSD Bill's loop closure mechanism is, in CAS terms, an attempt to **change the fitness landscape** — to make non-determination locally irrational for each agent.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,"The FSD Bill's loop closure mechanism is, in CAS terms, an attempt to **change the fitness landscape** — to make non-determination locally irrational for each agent.",FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:LoopClosure,FSD-Ontology-2026-Extended-Framework.md,,"The FSD Bill's loop closure mechanism is, in CAS terms, an attempt to **change the fitness landscape** — to make non-determination locally irrational for each agent.",FSD-Ontology-2026.md — Loop Closure,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,"By making the loop condition legally consequential (Ombudsman obligation, High Court application), the Bill alters the payoff structure for local agents.",FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:LoopCondition,FSD-Ontology-2026-Extended-Framework.md,,"By making the loop condition legally consequential (Ombudsman obligation, High Court application), the Bill alters the payoff structure for local agents.",FSD-Ontology-2026.md — Loop Condition,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,17 (right to erasure) | N/A | | **Enabling** | Requires enabling legislation to become operative | Directives — transpose-then-enforce | N/A | | **Administratively activated** | Operative through designated authority action | Regulation 2021/821 — operative through CA determination | The submission: administratively blocked | | **Unenforced but valid** | Legally operative; enforcement discretion exercised not to act | Parking regulations in low-density areas | A determination that exists but is ignored | | **Structurally unenforceable** | No enforcement mechanism capable of producing compliance | Obligation distributed without coordination | The post-transfer CA architecture |,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,17 (right to erasure) | N/A | | **Enabling** | Requires enabling legislation to become operative | Directives — transpose-then-enforce | N/A | | **Administratively activated** | Operative through designated authority action | Regulation 2021/821 — operative through CA determination | The submission: administratively blocked | | **Unenforced but valid** | Legally operative; enforcement discretion exercised not to act | Parking regulations in low-density areas | A determination that exists but is ignored | | **Structurally unenforceable** | No enforcement mechanism capable of producing compliance | Obligation distributed without coordination | The post-transfer CA architecture |,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,"**Option A — Legislative reconstitution.** Create a statutory coordination mechanism assembling the partial competences across DETE, DFA, and DoD into a body capable of issuing a determination.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,This is what the Administrative Determination Bill addresses.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:OnticCollapse,FSD-Ontology-2026-Extended-Framework.md,,The only domestic option that resolves ontic collapse rather than working around it.,FSD-Ontology-2026.md — Ontic Collapse,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,**Option F — Deemed acceptance.** The constructive legal doctrine that prolonged non-rebuttal of a submission's premises operates as acceptance of the factual record.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,It is a **meta-option**: it creates the institutional mechanism through which Options A–F become systematically available for any future submission.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:NullificationLoop,FSD-Ontology-2026-Extended-Framework.md,,The Nullification Loop is a criterion 8 failure of maximum severity.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"9(2): maintain and exercise capacity to assess submissions) is clear, specific, and consistently violated.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"Fuller would conclude: the Irish administrative architecture, in its treatment of this class of submission, has withdrawn from the internal morality of law.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,Kelsen's cascade: Grundnorm (Bunreacht na hÉireann + EU treaty obligations) → statute → regulation → administrative act → determination.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,"If the downward cascade fails — if the terminal act (determination) is systematically absent — the Grundnorm becomes **nominally valid**: generating validity claims it cannot enforce, producing obligations that are not discharged.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"**Layer 1 — Signal layer (the submission)** ``` fsd:Submission → fsd:SubmissionOfNationalUtility → fsd:DualUseSubmission Shannon: H(X) substantial; I(x) high; dual-use content, testable components ```",FSD-Ontology-2026.md — Submission,,
FSD,fsd:SubmissionOfNationalUtility,FSD-Ontology-2026-Extended-Framework.md,,"**Layer 1 — Signal layer (the submission)** ``` fsd:Submission → fsd:SubmissionOfNationalUtility → fsd:DualUseSubmission Shannon: H(X) substantial; I(x) high; dual-use content, testable components ```",FSD-Ontology-2026.md — Submission of National Utility,,
FSD,fsd:DualUseSubmission,FSD-Ontology-2026-Extended-Framework.md,,"**Layer 1 — Signal layer (the submission)** ``` fsd:Submission → fsd:SubmissionOfNationalUtility → fsd:DualUseSubmission Shannon: H(X) substantial; I(x) high; dual-use content, testable components ```",FSD-Ontology-2026.md — Dual-Use Submission,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,**Layer 2 — Channel layer (the Loop)** ``` fsd:PublicBody [hasReceived] → fsd:Submission fsd:PublicBody [hasInstantiated] → fsd:ProhibitedPractice fsd:NonDetermination [mutual information with Submission] → 0 Luhmann: code-free output.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:PublicBody,FSD-Ontology-2026-Extended-Framework.md,,**Layer 2 — Channel layer (the Loop)** ``` fsd:PublicBody [hasReceived] → fsd:Submission fsd:PublicBody [hasInstantiated] → fsd:ProhibitedPractice fsd:NonDetermination [mutual information with Submission] → 0 Luhmann: code-free output.,FSD-Ontology-2026.md — Public Body,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,**Layer 2 — Channel layer (the Loop)** ``` fsd:PublicBody [hasReceived] → fsd:Submission fsd:PublicBody [hasInstantiated] → fsd:ProhibitedPractice fsd:NonDetermination [mutual information with Submission] → 0 Luhmann: code-free output.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,**Layer 2 — Channel layer (the Loop)** ``` fsd:PublicBody [hasReceived] → fsd:Submission fsd:PublicBody [hasInstantiated] → fsd:ProhibitedPractice fsd:NonDetermination [mutual information with Submission] → 0 Luhmann: code-free output.,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:ProhibitedPractice,FSD-Ontology-2026-Extended-Framework.md,,**Layer 2 — Channel layer (the Loop)** ``` fsd:PublicBody [hasReceived] → fsd:Submission fsd:PublicBody [hasInstantiated] → fsd:ProhibitedPractice fsd:NonDetermination [mutual information with Submission] → 0 Luhmann: code-free output.,FSD-Ontology-2026.md — Prohibited Practice,,
FSD,fsd:Ombudsman,FSD-Ontology-2026-Extended-Framework.md,,**Layer 3 — Correction layer (the Act)** ``` fsd:LoopCondition [triggers] → fsd:ResidualObligation fsd:ResidualObligation [vests in] → fsd:Ombudsman fsd:LoopClosure [recorded in] → fsd:PublicRegister Luhmann: binary code restored.,FSD-Ontology-2026.md — Ombudsman,,
FSD,fsd:LoopCondition,FSD-Ontology-2026-Extended-Framework.md,,**Layer 3 — Correction layer (the Act)** ``` fsd:LoopCondition [triggers] → fsd:ResidualObligation fsd:ResidualObligation [vests in] → fsd:Ombudsman fsd:LoopClosure [recorded in] → fsd:PublicRegister Luhmann: binary code restored.,FSD-Ontology-2026.md — Loop Condition,,
FSD,fsd:ResidualObligation,FSD-Ontology-2026-Extended-Framework.md,,**Layer 3 — Correction layer (the Act)** ``` fsd:LoopCondition [triggers] → fsd:ResidualObligation fsd:ResidualObligation [vests in] → fsd:Ombudsman fsd:LoopClosure [recorded in] → fsd:PublicRegister Luhmann: binary code restored.,FSD-Ontology-2026.md — Residual Determination Obligation,,
FSD,fsd:LoopClosure,FSD-Ontology-2026-Extended-Framework.md,,**Layer 3 — Correction layer (the Act)** ``` fsd:LoopCondition [triggers] → fsd:ResidualObligation fsd:ResidualObligation [vests in] → fsd:Ombudsman fsd:LoopClosure [recorded in] → fsd:PublicRegister Luhmann: binary code restored.,FSD-Ontology-2026.md — Loop Closure,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"```turtle fsd:InformationSink a owl:Class ; rdfs:label ""Information Sink""@en ; rdfs:comment """""" A public body or process that receives a high-information-content submission and produces outputs whose mutual information with that submission approaches zero.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:PublicBody,FSD-Ontology-2026-Extended-Framework.md,,"```turtle fsd:InformationSink a owl:Class ; rdfs:label ""Information Sink""@en ; rdfs:comment """""" A public body or process that receives a high-information-content submission and produces outputs whose mutual information with that submission approaches zero.",FSD-Ontology-2026.md — Public Body,,
FSD,fsd:NullificationLoop,FSD-Ontology-2026-Extended-Framework.md,,The Nullification Loop as a whole constitutes an InformationSink.,FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:PublicBody,FSD-Ontology-2026-Extended-Framework.md,,"""""""@en ; rdfs:subClassOf fsd:PublicBody .",FSD-Ontology-2026.md — Public Body,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"fsd:ChannelCorrectionMechanism a owl:Class ; rdfs:label ""Channel Correction Mechanism""@en ; rdfs:comment """""" A legal or institutional mechanism that forces I(Submission; Determination) > 0 by making zero-information output (non- determination) legally consequential.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,"fsd:ChannelCorrectionMechanism a owl:Class ; rdfs:label ""Channel Correction Mechanism""@en ; rdfs:comment """""" A legal or institutional mechanism that forces I(Submission; Determination) > 0 by making zero-information output (non- determination) legally consequential.",FSD-Ontology-2026.md — Determination,,
FSD,fsd:LoopClosure,FSD-Ontology-2026-Extended-Framework.md,,The FSD Act's Part VI loop closure mechanism is a ChannelCorrectionMechanism.,FSD-Ontology-2026.md — Loop Closure,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"fsd:AutopoieticClosure a owl:Class ; rdfs:label ""Autopoietic Closure""@en ; rdfs:comment """""" The Luhmann-theoretic condition in which a public body processes submissions through self-referential operations (acknowledgement, remit displacement, sufficiency assertion) that reproduce the system's own procedures without applying the binary legal code to the submitted material.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:PublicBody,FSD-Ontology-2026-Extended-Framework.md,,"fsd:AutopoieticClosure a owl:Class ; rdfs:label ""Autopoietic Closure""@en ; rdfs:comment """""" The Luhmann-theoretic condition in which a public body processes submissions through self-referential operations (acknowledgement, remit displacement, sufficiency assertion) that reproduce the system's own procedures without applying the binary legal code to the submitted material.",FSD-Ontology-2026.md — Public Body,,
FSD,fsd:RemitDisplacement,FSD-Ontology-2026-Extended-Framework.md,,"fsd:AutopoieticClosure a owl:Class ; rdfs:label ""Autopoietic Closure""@en ; rdfs:comment """""" The Luhmann-theoretic condition in which a public body processes submissions through self-referential operations (acknowledgement, remit displacement, sufficiency assertion) that reproduce the system's own procedures without applying the binary legal code to the submitted material.",FSD-Ontology-2026.md — Remit Displacement,,
FSD,fsd:SufficiencyAssertion,FSD-Ontology-2026-Extended-Framework.md,,"fsd:AutopoieticClosure a owl:Class ; rdfs:label ""Autopoietic Closure""@en ; rdfs:comment """""" The Luhmann-theoretic condition in which a public body processes submissions through self-referential operations (acknowledgement, remit displacement, sufficiency assertion) that reproduce the system's own procedures without applying the binary legal code to the submitted material.",FSD-Ontology-2026.md — Sufficiency Assertion,,
FSD,fsd:NullificationLoop,FSD-Ontology-2026-Extended-Framework.md,,"""""""@en ; rdfs:subClassOf fsd:NullificationLoop .",FSD-Ontology-2026.md — Nullification Loop,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,The Irish CA architecture exhibits ViabilityDeficit at S2 (no coordination mechanism between DETE/DFA/DoD) and S4 (system cannot learn from submissions).,FSD-Ontology-2026.md — Submission,,
FSD,fsd:StructuralCondition,FSD-Ontology-2026-Extended-Framework.md,,"""""""@en ; rdfs:subClassOf fsd:StructuralCondition .",FSD-Ontology-2026.md — Structural Condition,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,Hart: rule of adjudication inoperative for this submission class.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:StructuralCondition,FSD-Ontology-2026-Extended-Framework.md,,"""""""@en ; rdfs:subClassOf fsd:StructuralCondition .",FSD-Ontology-2026.md — Structural Condition,,
FSD,fsd:NormativeCollapse,FSD-Ontology-2026-Extended-Framework.md,,"""""""@en ; rdfs:subClassOf fsd:NormativeCollapse .",FSD-Ontology-2026.md — Normative Collapse,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,``` # Rule 7 — Operative Condition Failure # Where a ViabilityDeficit persists beyond 60 months AND the submission # engages a constitutional right (Art.,FSD-Ontology-2026.md — Submission,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"Submission(?s) ∧ ViabilityDeficit(?vd) ∧ hasStructuralCondition(?s, ?vd) ∧ nonDeterminationPeriodMonths(?s, ?m) ∧ swrlb:greaterThan(?m, 60) ∧ engagesConstitutionalRight(?s, true) → OperativeConditionFailure(?ocf) ∧ hasStructuralCondition(?s, ?ocf)",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,"Submission(?s) ∧ ViabilityDeficit(?vd) ∧ hasStructuralCondition(?s, ?vd) ∧ nonDeterminationPeriodMonths(?s, ?m) ∧ swrlb:greaterThan(?m, 60) ∧ engagesConstitutionalRight(?s, true) → OperativeConditionFailure(?ocf) ∧ hasStructuralCondition(?s, ?ocf)",FSD-Ontology-2026.md — Determination,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,It is a **constitutional repair mechanism at the operational level**: it reconnects the validity cascade to its terminal point by making terminal failure (non-determination) legally consequential within the existing constitutional order.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,It is a **constitutional repair mechanism at the operational level**: it reconnects the validity cascade to its terminal point by making terminal failure (non-determination) legally consequential within the existing constitutional order.,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"**It resists external perturbation.** New submissions, new complaints, new channels — each is processed by the existing local rules and returned to the attractor.",FSD-Ontology-2026.md — Submission,,
FSD,fsd:Determination,FSD-Ontology-2026-Extended-Framework.md,,A system that has learned to perform the appearance of determination while producing non-determination cannot continue to do so once non-determination is itself a legal trigger.,FSD-Ontology-2026.md — Determination,,
FSD,fsd:NonDetermination,FSD-Ontology-2026-Extended-Framework.md,,A system that has learned to perform the appearance of determination while producing non-determination cannot continue to do so once non-determination is itself a legal trigger.,FSD-Ontology-2026.md — Non-Determination,,
FSD,fsd:Submission,FSD-Ontology-2026-Extended-Framework.md,,"| Dimension | Shannon/Bateson | Luhmann | Beer (VSM) | Forrester | Fuller/Hart | |---|---|---|---|---|---| | **What the Loop is** | Zero-capacity channel | Autopoietic closure | S2/S4 absence | R1 dominant attractor | Criterion 8 violation | | **What the submission is** | High-entropy signal | Legal communication | S1 input requiring S2 | Stock inflow, no outflow | Claim invoking adjudication | | **What non-determination is** | I(X;Y) → 0 | Code-free output | Viability deficit | R1 cycle completion | Rule of adjudication inoperative | | **What the Act does** | Forces I(X;Y) > 0 | Restores binary code | Inserts emergency S3 | Creates B1 balancing loop | Reinstates criterion 8 | | **What ontic collapse is** | Total channel failure | Coupling collapse | S1 beyond S2 reach | R1 with no accessible B1 | Grundnorm cascade terminated | | **Constitutional implication** | Signal unheard | S5 decoupled from S1 | Identity without operation | No restoring mechanism | Operative condition failure | | **Phainocracy** | Structured noise as governance | Code-free system as law | VSM without viable output | R1 without detectable breach | Form without criterion 8 |",FSD-Ontology-2026.md — Submission,,
